Class,Program,Entry,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-store-misses
1091-Concert_Tickets,340754.cpp,entry6.txt,1626732887,2499113671,7020011,1017445,476852686,2359451,2472,476486779,2392392,819381659,7529216,552898992,8647720,580075,1404094,160276,813742929,15740
1091-Concert_Tickets,340754.cpp,entry5.txt,1447735739,2084754062,5776604,827879,377074152,1671353,2469,378350594,1578630,675002781,6951609,479626147,11415403,516680,1315092,170845,669990916,14971
1091-Concert_Tickets,340754.cpp,entry3.txt,2164158906,2620610732,36985176,8863949,504610040,5897783,2470,504762966,6005845,852633439,13973723,549655988,14515101,6656946,2094177,229675,852404288,44708
1091-Concert_Tickets,340754.cpp,entry4.txt,589856393,1073689218,4230702,1525205,204220565,1474274,2469,206549222,1358998,362713822,2967949,247705783,1017963,392659,197279,157518,357609846,13881
1091-Concert_Tickets,340754.cpp,entry1.txt,1656010532,2219031448,16509433,3394784,416842262,3507129,2470,416092276,3567376,716976699,6561655,478809017,5371040,2975862,1325865,165721,714542076,18433
1091-Concert_Tickets,340754.cpp,entry7.txt,1715387899,2410195618,20162553,3477989,464723558,4351242,2469,466327126,4340072,785351880,7338479,505892435,9342285,3286452,1500778,185698,783264939,26003
1091-Concert_Tickets,8545589.cpp,entry2.txt,1384854396,1902087402,7072935,951308,345046640,1577306,2476,346244038,1536234,618063875,12713104,437744554,6532864,656604,1413743,157346,607771035,14721
1091-Concert_Tickets,8545589.cpp,entry6.txt,1377585869,1887057105,6803748,891696,342140173,1746417,2475,347381348,1655213,612499732,13460694,438097673,5516015,629050,1302572,160016,607935349,15106
1091-Concert_Tickets,8545589.cpp,entry5.txt,1346267664,1828016898,7053451,814085,326431178,1779290,2476,329193703,1655842,588385918,12040586,428679738,6329378,612703,1272992,163474,585318430,14886
1091-Concert_Tickets,8545589.cpp,entry3.txt,1816620627,1743257565,34265375,8464233,320173450,5618908,2475,321512360,5631157,549120084,13377071,376121381,10379203,6122010,2046199,312908,547223562,79712
1091-Concert_Tickets,8545589.cpp,entry4.txt,476720183,773031001,4313208,1481788,141718977,1178278,2474,143825526,1194140,253027265,2428883,188283370,896226,376958,221326,159490,247104624,13494
1091-Concert_Tickets,8545589.cpp,entry1.txt,1443236141,1650794723,18496980,3342280,301886099,3261453,2476,302546692,3224607,522791441,6758982,370300359,5137313,2994505,1331296,168754,520932999,18145
1091-Concert_Tickets,8545589.cpp,entry7.txt,1410468265,1614829162,16960483,3410555,298795167,3344982,2476,297619598,3367938,501910978,6712627,340451501,5556144,2988601,1412444,191802,505343588,24781
1091-Concert_Tickets,8634018.cpp,entry2.txt,923448926,1591689440,2661168,743928,292350454,1322620,2476,291551971,1264727,524804608,10661310,379266788,1283768,321280,237044,160634,521751717,14810
1091-Concert_Tickets,8634018.cpp,entry6.txt,936921421,1553396226,2871299,921489,283219910,1130844,2477,284274129,1110388,510296368,11573623,374778763,1317172,233838,244286,178065,510263071,14866
1091-Concert_Tickets,8634018.cpp,entry5.txt,845387041,1511421487,2526897,763939,270819444,1105962,2475,274128747,1036571,502255304,10681746,376661654,1376315,350883,233307,166048,501890783,14753
1091-Concert_Tickets,8634018.cpp,entry3.txt,1162664965,1416463622,25041506,7056837,263522046,4496143,2477,265417667,4470231,458879146,10528015,318495270,1866539,5160754,643585,304128,455866067,75795
1091-Concert_Tickets,8634018.cpp,entry4.txt,446104178,697627895,3264028,845063,128711289,1197656,2475,129175676,1142287,227751556,2205691,173335383,927977,323908,221646,166507,231590314,13254
1091-Concert_Tickets,8634018.cpp,entry1.txt,849147590,1276070858,10946517,2083019,233685496,2443838,2476,234197052,2495342,414980064,4869612,301091187,1250553,2313548,298237,174457,416817380,16917
1091-Concert_Tickets,8634018.cpp,entry7.txt,871568194,1260818269,12829658,3016754,237091262,2752364,2477,239399497,2758453,410044900,5519627,279296720,1504439,2548861,338308,196935,405714877,25347
1091-Concert_Tickets,2349449.cpp,entry2.txt,1418704977,1950451131,7537303,857482,352115286,1636701,2866,350115368,1674519,622897736,12524708,438098552,4590133,601878,1395405,161610,620061078,14674
1091-Concert_Tickets,2349449.cpp,entry6.txt,1402822079,1901268581,7808705,932232,338370402,1713536,2866,346156525,1638375,614492622,13216210,440976502,3761863,630267,1286348,174499,612803292,14642
1091-Concert_Tickets,2349449.cpp,entry5.txt,1359311143,1815862117,7568393,909772,324676476,1681449,2866,327074931,1646595,582377935,12290135,426469607,4453308,656822,1409158,165536,578275156,14874
1091-Concert_Tickets,2349449.cpp,entry3.txt,1769559846,1765485149,32789475,7996435,322556500,5475821,2865,328772468,5465755,561051543,12453263,381639384,5796841,5902557,2056782,308377,554784161,77344
1091-Concert_Tickets,2349449.cpp,entry4.txt,485939970,775422115,4422574,1633895,142364395,1184290,2475,143087793,1187688,247501723,2737102,184286550,1071678,369931,216177,163351,251429162,13549
1091-Concert_Tickets,2349449.cpp,entry1.txt,1440112639,1675925628,17955514,2994603,306133331,3108459,2866,306721028,3081320,530756083,6567538,377997945,2809063,3042723,1322647,289095,528223699,28821
1091-Concert_Tickets,2349449.cpp,entry7.txt,1461975567,1636365351,17463141,4034786,300905416,3598422,2866,301398487,3557434,517814233,6889293,349012978,4246256,3036643,1277772,204949,510660690,27354
1091-Concert_Tickets,7457204.cpp,entry2.txt,1395303674,1930067389,8319169,794798,339449149,1795774,2475,341465929,1758409,621262045,12388915,450856013,8196779,700072,1472619,164007,620831139,14857
1091-Concert_Tickets,7457204.cpp,entry6.txt,1374105915,1957166945,7133649,853387,347199489,1567348,2475,346794740,1603016,620593312,12416606,450703173,6516290,632103,1283569,169957,626303773,14833
1091-Concert_Tickets,7457204.cpp,entry5.txt,1334743832,1854703916,6998448,765217,323239429,1475271,2474,325221358,1469914,597815848,12180406,445525124,6993548,532170,1317071,160575,595920441,14208
1091-Concert_Tickets,7457204.cpp,entry3.txt,1811167208,1779835974,36221947,9052998,321758047,5348905,2475,323513537,5423144,559795276,14030883,386003367,12777722,6332734,2021145,253273,556042141,42981
1091-Concert_Tickets,7457204.cpp,entry4.txt,486684676,788849189,4002851,1377741,140465912,1162388,2473,142013479,1130567,257566433,2434718,193476149,887518,429957,228629,166707,257396160,13892
1091-Concert_Tickets,7457204.cpp,entry1.txt,1421170578,1675206081,17769731,2647660,297923520,3142997,2474,299430734,3161577,532517327,6764447,379871908,6379740,2996357,1394583,173070,531234092,17117
1091-Concert_Tickets,7457204.cpp,entry7.txt,1406900611,1622713987,18850929,3636999,293687420,3407664,2476,294665424,3423485,513012807,7062670,357374957,7219957,2985113,1321400,188809,509876766,24174
1091-Concert_Tickets,1779544.cpp,entry2.txt,1671649191,2503413283,8529671,808523,469054175,2199099,2472,468357809,2257153,818531644,7856633,553594280,9484717,855488,1578459,167191,817329385,15666
1091-Concert_Tickets,1779544.cpp,entry6.txt,1638880563,2516366199,6510110,876668,471530071,2152259,2470,476213409,2022085,824091202,7731379,561532014,6649529,656942,1330603,160259,827309527,15652
1091-Concert_Tickets,1779544.cpp,entry5.txt,1512087423,2111382874,7902639,1012020,387257714,2232257,2472,388706383,2134820,687070443,7454543,488062126,10325488,657340,1416923,172143,683680395,15709
1091-Concert_Tickets,1779544.cpp,entry3.txt,2180799596,2656316038,36481664,8678090,510303872,6692097,2472,511673182,6686534,858909900,13544921,550449423,14007369,6468966,2161176,304147,866669643,78993
1091-Concert_Tickets,1779544.cpp,entry4.txt,589746129,1066704046,4599587,1444791,206243198,1368540,2471,208572682,1345968,360761437,2734819,247606058,1148413,396488,212848,164497,357129490,13929
1091-Concert_Tickets,1779544.cpp,entry1.txt,1667840848,2248040012,18284010,3499825,426006054,3396614,2471,424994439,3460276,722992920,6724132,484800781,5126728,3067965,1426544,175071,729181994,19158
1091-Concert_Tickets,1779544.cpp,entry7.txt,1748700845,2431744401,20267344,3795393,470798336,4225308,2472,472569010,4198380,796437496,7033215,508740117,7959830,3223496,1598483,192979,794033404,27372
1091-Concert_Tickets,6388784.cpp,entry2.txt,1142080776,1670752929,6444742,364373,321882252,1362380,516,321839388,1332873,540825118,1622931,347672607,4862585,496877,1142509,2001,543891887,2593
1091-Concert_Tickets,6388784.cpp,entry6.txt,3073025856,4803896909,13457238,2283231,870099957,3938044,5985,867680543,3990539,1563009706,18308625,1161198379,16380040,1259695,2064213,376786,1573805741,35155
1091-Concert_Tickets,6388784.cpp,entry5.txt,981131528,1313252022,5492964,316083,241330367,654329,519,239457894,577767,407810526,1215151,276815771,4975821,393920,972497,1383,413986221,1755
1091-Concert_Tickets,6388784.cpp,entry3.txt,4187245247,4905222316,67432167,21332356,904996857,14658055,5985,910605248,14617754,1617168025,25286729,1164148742,39375176,11490082,3201737,470941,1603267121,86127
1091-Concert_Tickets,6388784.cpp,entry4.txt,1202052986,1952566777,9416367,4750144,359378827,2776028,5597,361260408,2770753,644487003,6045756,481510780,3716425,912920,522714,390039,636901728,32416
1091-Concert_Tickets,6388784.cpp,entry1.txt,3171055161,3993557250,35332325,9241247,733493078,8184861,5987,739111238,7955236,1314927121,13042255,966512138,13044992,5278112,2463526,408249,1305735756,50023
1091-Concert_Tickets,6388784.cpp,entry7.txt,3132977047,4224350180,36243292,9004530,778881154,8139428,4908,780943320,7939959,1388419663,14253954,994440757,21047500,5226416,2408172,343346,1389848243,45680
1091-Concert_Tickets,714426.cpp,entry2.txt,855107405,1577970938,2610910,724638,286976519,1062056,2475,288442405,1017653,516872001,10251222,377951982,1110229,425526,235435,178982,513672513,14278
1091-Concert_Tickets,714426.cpp,entry6.txt,874376624,1587844199,3578570,757328,293111667,1019665,2477,295730493,961795,519717020,10901984,376805674,1397661,651333,257215,178480,524737809,14818
1091-Concert_Tickets,714426.cpp,entry5.txt,830020201,1521098075,2674292,821796,271616508,979560,2476,270304469,1011553,488559960,10183112,370134292,1216142,261768,212982,166462,495862423,13863
1091-Concert_Tickets,714426.cpp,entry3.txt,1194379510,1415317637,25982080,7401974,261726551,4658349,2477,263572463,4665800,458078692,10944112,321724888,1878852,5451393,589946,277434,449375381,42967
1091-Concert_Tickets,714426.cpp,entry4.txt,477414806,770496593,4021130,1469168,139373083,1183566,2475,140828209,1157299,249798456,2558468,187533708,854738,427838,225816,158998,249753892,13372
1091-Concert_Tickets,714426.cpp,entry1.txt,927740164,1357349338,12844619,3245043,240695233,2672412,2477,238836494,2686060,423667250,5508619,310003845,1407100,2691226,348510,178539,438544373,17149
1091-Concert_Tickets,714426.cpp,entry7.txt,891219629,1298095207,12704714,3022540,240459981,2754898,2476,241893878,2726517,412777913,5519757,285379801,1325357,2643097,400239,203494,416414058,22963
1091-Concert_Tickets,7718795.cpp,entry2.txt,916040219,1614447314,2748256,738989,300173609,1139579,2478,303589533,1125771,538457914,10561836,385500226,1329457,242372,225937,165573,527069702,14130
1091-Concert_Tickets,7718795.cpp,entry6.txt,899628444,1623067030,3298210,712915,298159286,1109868,2477,297435425,1154703,527137785,11507678,386946440,1412393,439059,253132,166634,524955528,14356
1091-Concert_Tickets,7718795.cpp,entry5.txt,875773031,1549644552,2564186,712687,281152995,1155958,2478,282271065,1127241,509181406,11087496,380259371,1143000,348141,247343,184936,500205834,13906
1091-Concert_Tickets,7718795.cpp,entry3.txt,1188781936,1459184639,24413495,6805020,272333542,4708225,2477,270609819,4739967,459780769,10334971,320672018,1701821,5107398,613836,302488,464222480,72294
1091-Concert_Tickets,7718795.cpp,entry4.txt,483294826,771322936,4108592,1340244,143642684,1210319,2477,146263146,1170641,250519914,2597534,184243621,822474,386617,213837,157167,246342156,13220
1091-Concert_Tickets,7718795.cpp,entry1.txt,944941349,1379531536,12411792,3175660,256744320,2616900,2477,258202258,2590910,448327615,5228073,324614963,1259972,2519529,308787,173962,438866405,16451
1091-Concert_Tickets,7718795.cpp,entry7.txt,907322207,1328896001,12759161,3095017,247984033,2778591,2477,249787957,2772430,426671074,5491127,294375064,1379612,2616758,349712,199828,429517555,24438
1091-Concert_Tickets,1604299.cpp,entry2.txt,1650543383,2471273095,9413613,854427,466812800,2125193,2471,470502192,2140951,813257247,7352790,546597324,13939102,769047,1547279,161429,803886435,15620
1091-Concert_Tickets,1604299.cpp,entry6.txt,1616914731,2473247013,7969741,856825,470071871,2386710,2472,474436868,2192092,817669417,6889708,552553131,8405490,612986,1406407,160067,811396268,15570
1091-Concert_Tickets,1604299.cpp,entry5.txt,1459781590,2097937157,6784684,794235,382490513,1722923,2471,384459246,1715289,677623545,6946124,482357041,10106457,567777,1382510,162556,680292264,14666
1091-Concert_Tickets,1604299.cpp,entry3.txt,2145519076,2629347764,34583530,8518972,503064224,6246666,2471,506300034,6081838,855588669,13353070,554261719,12871834,6420233,1849309,227593,857219154,42860
1091-Concert_Tickets,1604299.cpp,entry4.txt,611090049,1075932786,4671550,2017193,200275289,1628576,2472,204008313,1551780,359813424,2989091,248521111,1301757,439859,207955,163345,364428521,13904
1091-Concert_Tickets,1604299.cpp,entry1.txt,1644216454,2132639997,17681421,3421109,402919911,3563678,2472,406651082,3587151,699885144,6924552,471130943,5776960,3015802,1379742,169668,701487541,18964
1091-Concert_Tickets,1604299.cpp,entry7.txt,1754563420,2400749616,19578562,3617290,460859482,4239031,2472,461861986,4219731,780905191,7872242,501861555,10368179,3205607,1681010,195793,785608532,25715
1091-Concert_Tickets,1135440.cpp,entry2.txt,3910692,2952371,179912,66469,736034,19600,138,677724,14763,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
1091-Concert_Tickets,1135440.cpp,entry6.txt,4152470,2894496,194959,64513,729483,19086,136,752669,15166,1031238,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
1091-Concert_Tickets,1135440.cpp,entry5.txt,4469035,2581410,203958,83296,689247,20130,138,885864,15454,1443907,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
1091-Concert_Tickets,1135440.cpp,entry3.txt,3845135,2902506,182706,56285,731963,18849,137,735832,15840,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
1091-Concert_Tickets,1135440.cpp,entry4.txt,3909347,2854318,196931,65294,725505,19135,138,779123,15040,1090229,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
1091-Concert_Tickets,1135440.cpp,entry1.txt,3924438,2960042,181069,48782,729247,19066,137,772870,15279,1038346,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
1091-Concert_Tickets,1135440.cpp,entry7.txt,4172702,3605122,180568,67562,732022,18285,139,693868,12443,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
1091-Concert_Tickets,6070349.cpp,entry2.txt,1611362986,2486931386,6889967,913433,469344969,1969659,2861,467885108,1973882,813432671,8086905,553961613,3732102,615448,1363174,186165,819127375,16069
1091-Concert_Tickets,6070349.cpp,entry6.txt,1620648783,2550333937,5513006,925568,481429538,2080143,2862,480816308,2116858,832619112,7103721,563202082,2966336,544803,1240981,162657,833883206,15576
1091-Concert_Tickets,6070349.cpp,entry5.txt,1465486197,2140714927,7110480,1166249,386382905,1709908,2860,382705006,1565811,687530580,7182579,488239844,3193225,555045,1342351,166113,692845738,16554
1091-Concert_Tickets,6070349.cpp,entry3.txt,2092108491,2651711756,33419177,8319291,507891215,5857043,2862,506552098,5819741,867106478,13140297,558390217,4596459,6200701,1917129,235755,864757036,43534
1091-Concert_Tickets,6070349.cpp,entry4.txt,596463990,1077540801,4226088,1766754,203369264,1493684,2470,203662886,1484798,354136688,3020644,245069917,1263479,429044,225942,161234,362031575,13936
1091-Concert_Tickets,6070349.cpp,entry1.txt,1671738832,2252533434,17877272,3556571,420761358,3680224,2861,423106415,3533572,741234669,6600463,488838218,2779712,2973526,1346447,171714,735159173,19498
1091-Concert_Tickets,6070349.cpp,entry7.txt,1717603428,2446198914,17923765,3589980,472841940,3864363,2861,471802995,3861400,799720706,6952267,511232328,3211700,3069977,1390931,218712,804048550,26359
1091-Concert_Tickets,4760452.cpp,entry2.txt,1261667009,2280558246,4214134,950906,406233489,1369533,2869,406414941,1328289,748030763,17574420,558114681,1596686,892564,237726,171525,752728148,16044
1091-Concert_Tickets,4760452.cpp,entry6.txt,994984624,1820233942,3123328,1129007,330919529,1047270,2868,334762621,993288,604654379,13780179,442419942,1305632,305956,241304,169017,594655024,15619
1091-Concert_Tickets,4760452.cpp,entry5.txt,1236333773,2199475893,4383412,1148967,389701954,1261984,2868,390165756,1211610,724965314,17793001,553336404,1417432,777661,225809,162716,722378577,15278
1091-Concert_Tickets,4760452.cpp,entry3.txt,1500996665,1873029672,25683148,7698978,342041443,6148510,2868,339703604,6154866,598770031,10679935,427727306,1819946,5376872,483343,238853,602789258,41484
1091-Concert_Tickets,4760452.cpp,entry4.txt,479036340,778431273,3842929,1496740,139848156,1158920,2476,140366086,1153636,248167252,2316110,187449798,841409,332984,211470,166504,253760940,13938
1091-Concert_Tickets,4760452.cpp,entry1.txt,938046693,1407615540,12202902,3310770,255354537,2680941,2868,255594764,2640903,448968591,5376352,321686985,1369961,2583140,323208,174768,448872940,17658
1091-Concert_Tickets,4760452.cpp,entry7.txt,1017233918,1520915402,13162960,3341588,281244733,2970622,2868,277498535,2945013,484000348,5673153,341053743,1637078,2706305,340413,204860,484750236,25812
1091-Concert_Tickets,2490986.cpp,entry2.txt,1131178193,1447299167,6747715,895406,265379461,1452700,2867,264045035,1377041,452254234,5780114,307755101,3004075,583139,1335387,230485,453766385,20040
1091-Concert_Tickets,2490986.cpp,entry6.txt,1103703480,1428728434,5917257,892883,258749648,1646990,2868,258381304,1599120,438311026,6385529,296854594,2447649,510778,1305579,170218,447698545,14589
1091-Concert_Tickets,2490986.cpp,entry5.txt,1038506949,1309956295,7396743,1092841,241399186,1345270,2868,243101322,1309012,412357808,5788673,293655215,2097975,506332,1316722,159338,408172781,16712
1091-Concert_Tickets,2490986.cpp,entry3.txt,1791344000,1864931815,30912245,7383689,342246602,5439196,2867,342641952,5450733,590356450,12237305,406563205,4372827,5791536,1745434,289386,592352696,75139
1091-Concert_Tickets,2490986.cpp,entry4.txt,522878436,845700002,4229816,1283909,153762257,1226649,2670,152338726,1275990,269851154,2310621,204738170,885133,387704,222991,162618,272058495,13772
1091-Concert_Tickets,2490986.cpp,entry1.txt,1466075787,1771423307,15203368,3178359,318815491,3156558,2868,318999544,3189606,561473928,6225981,405828362,1814057,2817791,1235963,166437,566415644,18924
1091-Concert_Tickets,2490986.cpp,entry7.txt,1493147689,1731994101,16691058,3855504,314468997,3591074,2868,314644537,3564033,548852479,6916962,378613446,3674260,3016826,1258175,187152,546241503,26784
1091-Concert_Tickets,1400532.cpp,entry2.txt,21598096,19552681,509350,302545,3679747,43709,2164,4163576,23074,6342663,251934,3358451,630400,4930,198573,198235,5256809,9706
1091-Concert_Tickets,1400532.cpp,entry6.txt,21246693,20038851,488728,244005,3812111,52440,2165,4012050,23825,4989663,208985,3494322,453264,52390,133506,193651,5224661,9444
1091-Concert_Tickets,1400532.cpp,entry5.txt,19851087,19682481,634004,311774,4188707,57888,2165,4251965,14440,5677254,238860,3450339,588218,12795,187511,184550,4870302,9176
1091-Concert_Tickets,1400532.cpp,entry3.txt,20980721,20015080,506276,286994,3860013,41594,2165,3698232,19208,6297977,205852,3978784,489009,12574,180738,174494,4780385,8980
1091-Concert_Tickets,1400532.cpp,entry4.txt,24021902,22333273,595111,332231,3786578,48982,2165,3953705,16111,5353449,216499,3425975,600461,10619,210837,217508,5975782,10929
1091-Concert_Tickets,1400532.cpp,entry1.txt,21729311,20442619,509978,273568,3721820,43575,2164,3609964,23509,6184189,214531,3872346,514460,8691,202398,200924,5277940,9472
1091-Concert_Tickets,1400532.cpp,entry7.txt,20902132,19570474,483896,239863,3737956,48710,2164,4013540,28310,5545007,234685,3826167,378773,36281,179565,189973,5101571,9324
1091-Concert_Tickets,1147117.cpp,entry2.txt,1592948607,2270818366,7916411,972649,410886258,1652497,2868,410792223,1683230,757986512,14384995,512856106,3453166,586180,1335203,166839,761386106,16056
1091-Concert_Tickets,1147117.cpp,entry6.txt,1355859812,2100292466,5727106,1032284,375246782,1452133,2868,373344049,1411578,694685034,15106329,485195794,6155330,522849,726915,169389,695802011,15658
1091-Concert_Tickets,1147117.cpp,entry5.txt,1558659136,2205651162,7752887,1052585,399280671,1737302,2867,398909593,1701555,727744868,14454935,501147526,3340718,649487,1359787,168609,729138816,16218
1091-Concert_Tickets,1147117.cpp,entry3.txt,1897263361,2028148243,35674830,9029340,373124736,5630746,2867,371588295,5606706,642248799,13592967,437126502,5398434,5998475,1879767,307864,642309172,76079
1091-Concert_Tickets,1147117.cpp,entry4.txt,577690993,941896510,4233018,1795431,174715590,1304993,2671,174280372,1255037,309433361,2725016,232405773,1162653,386118,209195,164967,309262168,14448
1091-Concert_Tickets,1147117.cpp,entry1.txt,1079776971,1627739184,14683832,3395466,302231875,2642536,2868,301832535,2613907,543229703,6004904,385608943,1623185,2636854,318577,181844,537156272,18805
1091-Concert_Tickets,1147117.cpp,entry7.txt,1309421272,1706645574,17379827,3868327,317429176,3222842,2869,319205879,3147365,561948617,6631338,379642041,2800228,2936903,862193,201521,550347833,26433
1091-Concert_Tickets,3588461.cpp,entry2.txt,867856263,1093723943,3870092,328781,197383519,693681,327,198850204,642284,345416659,1082481,230959546,1227224,346059,793483,3104,339947401,1954
1091-Concert_Tickets,3588461.cpp,entry6.txt,2315983485,3408077238,11429985,2065692,603024011,2705194,5015,602661692,2679806,1096482987,23876420,833577957,7149742,1117067,1748976,324825,1103366082,29712
1091-Concert_Tickets,3588461.cpp,entry5.txt,879150986,1061655042,4195999,317694,184032116,665824,328,181540323,602207,323613415,1151978,229906834,2994500,362508,813084,2896,327564159,1577
1091-Concert_Tickets,3588461.cpp,entry3.txt,3319924912,3474367631,57086145,18780135,623279303,11740427,5015,623430872,11779349,1109793075,21759020,828880342,11804275,9817088,2816874,437826,1106183030,103090
1091-Concert_Tickets,3588461.cpp,entry4.txt,1071808273,1646790244,8821577,4341058,292433121,2521858,4818,294774796,2480661,535919899,6739399,420181347,2455673,768209,430109,323830,534201697,27535
1091-Concert_Tickets,3588461.cpp,entry1.txt,2164631704,2496380335,28227106,8689674,449848614,5920362,5015,447906177,5937476,794367850,10501784,595809056,4567530,4106282,1592008,358394,790285523,43278
1091-Concert_Tickets,3588461.cpp,entry7.txt,2363599006,2798459289,30829784,7841747,500231595,6598536,4093,501229901,6545971,889695860,10610725,658881590,6627729,4355277,1741572,293654,896614789,41850
1091-Concert_Tickets,7954751.cpp,entry2.txt,1083802946,2001916807,2529835,1214663,360013417,1255583,3259,358357708,1223645,649546273,14458658,485077950,1194401,239859,307145,259884,655414646,19396
1091-Concert_Tickets,7954751.cpp,entry6.txt,996515406,1834226129,2614304,1089182,333194158,1144190,3259,328346827,1214188,590699458,12728022,439037304,1063892,237153,275858,275912,599109029,22269
