Class,Program,Entry,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-store-misses
1091-Concert_Tickets,6116225.cpp,entry3.txt,1188571686,1444621211,24001938,6668316,270519336,4816406,2477,272460880,4798253,467236459,10354109,323683107,1878966,5108758,676700,325998,463720594,74458
1091-Concert_Tickets,6116225.cpp,entry4.txt,487884050,782774285,4076696,1491229,141051515,1215175,2477,140841805,1190497,246551903,2639789,185293458,996307,441689,232344,168208,254225892,13946
1091-Concert_Tickets,6116225.cpp,entry1.txt,922215372,1293551069,12615330,3490222,240665171,2574172,2478,242364356,2602537,425755551,5306587,309738144,1376936,2607916,349096,180519,418627680,17911
1091-Concert_Tickets,6116225.cpp,entry7.txt,915217390,1282941712,13540094,3447532,240775373,2828258,2477,242267153,2830521,416905821,5588600,288705435,1456612,2688560,402071,200578,413667068,26380
1091-Concert_Tickets,5919264.cpp,entry2.txt,1680555267,2511249415,8302212,1063047,469276533,2261473,2471,466531077,2261358,814854765,8520243,547727257,15303649,835499,1589665,165302,827372038,15347
1091-Concert_Tickets,5919264.cpp,entry6.txt,1645550584,2496601794,8502478,1067495,468964358,2214696,2471,467176325,2299120,812259727,8460319,550862967,11947305,675556,1418959,161549,825875353,15858
1091-Concert_Tickets,5919264.cpp,entry5.txt,1517014271,2112760559,6344327,822014,389860090,1998705,2472,391078096,2007700,692032791,7240302,484243693,15176224,591930,1352847,161469,682050368,14879
1091-Concert_Tickets,5919264.cpp,entry3.txt,2177341432,2630200211,36518133,8639096,507424767,6604213,2472,508601203,6550910,868497322,13550275,557908499,16107799,6410970,2337413,313451,860737325,78548
1091-Concert_Tickets,5919264.cpp,entry4.txt,590818662,1072536266,4331067,1456126,206104930,1437037,2470,207752544,1409071,357617990,2707180,246447602,1136497,422860,232467,171975,357211362,13596
1091-Concert_Tickets,5919264.cpp,entry1.txt,1642232862,2135586498,17845830,3258262,408927679,3667348,2472,411089446,3663279,706449401,6709581,478634392,5064967,3047767,1467616,171798,700534307,18726
1091-Concert_Tickets,5919264.cpp,entry7.txt,1759334942,2393032406,19490892,3577950,464045942,4435125,2470,467121077,4552057,788503379,7512866,502173330,10970727,3336668,1529203,196043,783352011,27176
1091-Concert_Tickets,662138.cpp,entry2.txt,1396775750,1889048609,6823926,874169,346361297,1657228,2476,351990590,1574147,621785738,12893594,436964051,9062147,677575,1358994,160703,608339464,15181
1091-Concert_Tickets,662138.cpp,entry6.txt,1364369064,1918059060,7204201,836760,344413927,1567057,2475,342667170,1524850,604865852,13258294,435473054,5630129,680455,1364550,165899,611436566,16265
1091-Concert_Tickets,662138.cpp,entry5.txt,1346064823,1832717254,6778158,973784,325729673,1650740,2476,328007662,1623469,589275148,13429531,431171785,7869442,614044,1358289,170362,586795136,15651
1091-Concert_Tickets,662138.cpp,entry3.txt,1784841724,1755943356,33350582,8509429,322507778,5493883,2475,323538063,5506848,550921553,12911397,375462620,10431537,6020213,2004172,310468,547021891,77366
1091-Concert_Tickets,662138.cpp,entry4.txt,474856524,773635973,3932639,1466216,141006842,1179327,2475,143468342,1150081,250402703,2682192,186422097,884986,401802,214947,162495,249789789,13553
1091-Concert_Tickets,662138.cpp,entry1.txt,1455741685,1644231794,17392326,3004081,300797607,3200729,2475,301784765,3177068,521622260,6717403,371284026,4393878,3034177,1399029,168032,520334819,18215
1091-Concert_Tickets,662138.cpp,entry7.txt,1416384333,1603676702,17749514,3711058,296295070,3430113,2475,298237767,3383429,505790521,6944714,344558379,6491507,2978596,1340601,189309,502827220,26627
1091-Concert_Tickets,1749177.cpp,entry2.txt,1553914417,2215751027,7623172,996503,402495613,1590558,3257,403407483,1551209,748741229,8594309,497825009,8490990,1010553,1407007,239881,746118077,18982
1091-Concert_Tickets,1749177.cpp,entry6.txt,1510231108,2172005872,7718318,1043192,396666722,1492433,3257,398064696,1442530,707661127,10091889,498361713,6527478,751083,1416793,214043,706027923,19113
1091-Concert_Tickets,1749177.cpp,entry5.txt,1544718857,2145413054,9383488,1239482,385259315,1748834,3255,385136994,1748855,720185062,9954245,495027417,8265453,755426,1418596,218436,716369055,19513
1091-Concert_Tickets,1749177.cpp,entry3.txt,1883248353,1950846025,36014852,9304659,361215626,5243314,3257,362242441,5223783,622296820,13499059,427422749,10432154,5297861,2072107,367894,623300537,104497
1091-Concert_Tickets,1749177.cpp,entry4.txt,575748683,931712053,4816637,2383343,172388430,1308182,3254,171299422,1298141,301874017,3429400,228825499,1148723,390466,288615,215283,305869912,17817
1091-Concert_Tickets,1749177.cpp,entry1.txt,1570191683,1866815580,18207137,4347262,347900262,3230654,3256,350631064,3213643,599485548,7073874,428611378,4680553,2769201,1310620,219795,595142952,24168
1091-Concert_Tickets,1749177.cpp,entry7.txt,1566735977,1795458326,21177953,4712449,336480828,3740950,3256,336095397,3828980,575287526,7707806,396430820,8416609,2889500,1430226,246631,570292981,36587
1091-Concert_Tickets,5445231.cpp,entry2.txt,1969674013,3452142382,5505312,1326806,613071079,1925219,3258,612196937,1939157,1135410902,24306419,872224250,1944107,1457792,312736,213755,1149143110,20363
1091-Concert_Tickets,5445231.cpp,entry6.txt,1809338833,3200383099,3388663,1350921,571215305,1933284,3258,570782831,1911200,1057258932,21700102,801754116,1929469,340643,311592,232444,1056234361,20686
1091-Concert_Tickets,5445231.cpp,entry5.txt,1958905297,3373845603,8796068,1275255,592423205,1962507,3258,595122692,1953418,1118149446,24427679,869418398,1887013,2670079,352795,220405,1128457543,20296
1091-Concert_Tickets,5445231.cpp,entry3.txt,2226429199,2954775285,28707088,9604832,532518225,7847337,3258,535992931,7928618,966290188,11914063,719970049,2806511,5899859,574547,309015,965521309,44652
1091-Concert_Tickets,5445231.cpp,entry4.txt,482189274,770622863,4323997,1644688,141078653,1203350,2478,142477269,1172068,248601912,2414001,187880862,934333,378052,212326,159343,249233986,13313
1091-Concert_Tickets,5445231.cpp,entry1.txt,1507918438,2428460685,13158711,3376036,440999686,3013538,3259,443296780,2994243,800299373,5593164,604775269,1780583,2602396,383117,227076,792056840,22482
1091-Concert_Tickets,5445231.cpp,entry7.txt,1850312982,2788352643,15214964,4926120,509485540,5021330,3258,512513999,4944951,923937242,6755296,687399606,2106307,3008551,410234,253069,919613401,30383
1091-Concert_Tickets,8224401.cpp,entry2.txt,1420457822,1899865709,8584332,1005901,344010383,1697196,2476,346450687,1647196,617244015,12337943,436336872,7458607,853206,1447924,157212,610666084,14307
1091-Concert_Tickets,8224401.cpp,entry6.txt,1382090258,1902766467,7793610,922424,343292158,1598467,2475,343255640,1592091,605540838,13280084,437408142,5244637,769097,1336109,161068,607569692,14733
1091-Concert_Tickets,8224401.cpp,entry5.txt,1356689885,1829320260,6900086,737513,325191892,1777321,2475,325866575,1676455,586158889,12857239,430070696,6645678,689663,1382544,162808,585070484,15693
1091-Concert_Tickets,8224401.cpp,entry3.txt,1763426987,1736055092,32040621,8164238,319235459,5510247,2476,322330803,5506090,549534715,12687035,374852126,9076339,5963741,1970594,299184,546219826,74626
1091-Concert_Tickets,8224401.cpp,entry4.txt,482323005,768868632,3930112,1532772,141475052,1213106,2476,144020731,1164279,250171366,2527800,185827909,912022,391056,207358,164103,249221894,13493
1091-Concert_Tickets,8224401.cpp,entry1.txt,1456886513,1651239414,16930579,3075839,301800971,3250377,2474,300529332,3294369,521477595,6605628,370879452,4881871,2972973,1438786,203100,523958390,18352
1091-Concert_Tickets,8224401.cpp,entry7.txt,1440234613,1604542773,17607036,3416889,296253438,3468259,2476,297166940,3484590,505426811,7400491,342517646,8932383,3088723,1309558,196392,505351987,25971
1091-Concert_Tickets,6856892.cpp,entry2.txt,882525183,1589013698,2795745,824470,289600254,1077268,2475,291317359,1088660,528277275,10534016,383170819,1216078,195234,217819,173316,528199934,14598
1091-Concert_Tickets,6856892.cpp,entry6.txt,874945149,1603245552,2838278,872434,291135272,918454,2477,292125685,878748,525837105,11838909,387652840,1280491,392269,249698,170668,523958085,14487
1091-Concert_Tickets,6856892.cpp,entry5.txt,844279745,1523050784,2352359,678404,270239190,1122653,2476,271171839,1098988,494002848,10363858,375319723,1177115,303744,239105,165585,500940109,14020
1091-Concert_Tickets,6856892.cpp,entry3.txt,1191581348,1472929466,24725869,6910836,272529233,4476164,2476,272732063,4482387,468748977,10403222,326763085,1712665,5138024,688756,305138,471654084,73193
1091-Concert_Tickets,6856892.cpp,entry4.txt,474988868,776470420,4318105,1402849,142879906,1184240,2475,143349048,1166459,249322254,2499754,186608745,881757,381000,226788,168657,246832367,13544
1091-Concert_Tickets,6856892.cpp,entry1.txt,945675033,1370040477,12811777,3475209,248914924,2669829,2477,250946618,2662913,445741536,5296129,325735918,1424896,2509555,354645,181003,443196469,18357
1091-Concert_Tickets,6856892.cpp,entry7.txt,906438365,1324248575,12745472,3104380,248064329,2832697,2477,251952333,2778574,431909652,5423308,296502305,1282845,2563823,385956,204101,425784862,22993
1091-Concert_Tickets,879858.cpp,entry2.txt,1429942403,1927955419,7879158,826504,348416983,1762866,2474,351559345,1699646,624685209,12143996,447992318,4498949,687130,1410156,166300,626754160,15488
1091-Concert_Tickets,879858.cpp,entry6.txt,1407912790,1940135659,7963973,722309,349191816,1550266,2475,350782977,1515685,617415216,13584806,447003593,5417064,794805,1344672,164680,619095620,14990
1091-Concert_Tickets,879858.cpp,entry5.txt,1341986809,1832861812,8159785,953010,331263914,1611595,2476,333976546,1566523,592069389,11973086,435136526,4147001,623111,1361599,159284,580344735,14760
1091-Concert_Tickets,879858.cpp,entry3.txt,1801611122,1808118005,33455057,8012023,330384774,5512515,2477,331074075,5482493,562542740,12853297,386955755,6762295,5981600,2046781,351555,564365214,75916
1091-Concert_Tickets,879858.cpp,entry4.txt,498951467,804166779,4133846,1590691,145651876,1164634,2476,146372693,1147903,261239819,2406425,199367557,964845,419869,198359,159157,261289416,13597
1091-Concert_Tickets,879858.cpp,entry1.txt,1464838683,1723596812,17873358,2858146,311180239,3111531,2475,309981050,3077212,539331557,6520736,384237691,4359867,3038330,1380465,174097,540099741,18572
1091-Concert_Tickets,879858.cpp,entry7.txt,1463109445,1661069976,17157365,3656155,305189532,3649273,2476,308406096,3618281,523562422,6786794,357509291,5930944,2971442,1343251,184865,519644202,26428
1091-Concert_Tickets,8536161.cpp,entry2.txt,894227261,1633796286,2063094,747423,298258837,1045837,2477,298642901,1007977,537722269,10778827,385947716,1114279,222784,223665,161025,530446971,14555
1091-Concert_Tickets,8536161.cpp,entry6.txt,872635528,1613549591,2188661,756017,293829439,933280,2476,295551938,867666,527656984,11584579,386729447,1113418,196667,226862,175158,527963972,13621
1091-Concert_Tickets,8536161.cpp,entry5.txt,863768102,1556471785,2256840,809231,279004107,1045348,2475,277213253,1014493,505657683,10256094,383247839,1170712,203929,201817,164355,509629031,13865
1091-Concert_Tickets,8536161.cpp,entry3.txt,1198387215,1474293906,25468329,7003030,274336534,4535920,2476,275166461,4532565,470384431,10459494,324497735,1854328,5144625,626917,300615,468543958,74603
1091-Concert_Tickets,8536161.cpp,entry4.txt,476933899,767674113,4471651,1982361,140895220,1157324,2474,143422857,1157654,250747989,2483216,188526181,861790,380848,214027,159789,249108615,13248
1091-Concert_Tickets,8536161.cpp,entry1.txt,938114940,1364691884,12691579,3252976,251867437,2579483,2477,252263962,2615452,439790233,5442349,316649927,1211136,2605651,308775,186360,438008714,18093
1091-Concert_Tickets,8536161.cpp,entry7.txt,920879299,1327130270,12991307,3329643,247204185,2787208,2475,247289841,2770092,424464848,5690302,294912971,1511797,2624752,322093,197647,428134170,25389
1091-Concert_Tickets,850185.cpp,entry2.txt,1868858163,2801534579,10856271,861098,524570676,2111385,2470,523749122,2144833,941408536,7448431,616318182,14304381,973693,1704982,171002,939288230,15594
1091-Concert_Tickets,850185.cpp,entry6.txt,1763235118,2782392386,7952667,1061085,521426949,1983252,2470,524856603,1970413,936612785,8180903,626531215,9035275,704716,1410456,164775,934365425,15642
1091-Concert_Tickets,850185.cpp,entry5.txt,1659426991,2421672985,7174737,790484,446181004,1767404,2469,444253029,1915664,800916462,7769231,544559167,13888121,679668,1444531,162168,804654272,15397
1091-Concert_Tickets,850185.cpp,entry3.txt,2291383780,2850976861,39816674,9370304,548423657,6409173,2469,548571195,6466376,934948190,14268390,607362962,15246065,6507824,2203343,319748,933017907,76349
1091-Concert_Tickets,850185.cpp,entry4.txt,688828621,1193991044,4713948,1755020,232532966,1622430,2470,236445405,1614105,408381603,2955193,288199417,1479080,451992,225917,158576,401124366,14653
1091-Concert_Tickets,850185.cpp,entry1.txt,1785613941,2457180388,19903871,4081988,462442077,3535733,2470,466254165,3581953,812001683,7162523,540614468,6148376,3147869,1459753,171869,815616494,18885
1091-Concert_Tickets,850185.cpp,entry7.txt,1902980853,2610216037,22092972,3924496,507911363,4648817,2471,514121913,4507550,872072416,8049327,558150679,10926646,3371059,1750998,191461,861618187,27300
1091-Concert_Tickets,4981872.cpp,entry2.txt,1643597516,2573528568,6970191,943303,483191923,1810779,2862,483053586,1763276,847897800,6794058,571780376,4673498,666826,1312545,165297,842751918,15878
1091-Concert_Tickets,4981872.cpp,entry6.txt,1628460560,2551090817,6828654,1042339,482991317,1985504,2863,484182398,1906734,850967958,7658062,576670756,3593469,570775,1173914,160705,839684132,15655
1091-Concert_Tickets,4981872.cpp,entry5.txt,1490238979,2176693644,6776483,920001,400872822,1537433,2862,395630530,1490923,700612649,6955912,496116539,3822021,553095,1321376,161173,700108347,15912
1091-Concert_Tickets,4981872.cpp,entry3.txt,2190228829,2715728174,33327829,8075109,517160991,6636210,2862,518717715,6562870,892874425,12754825,573495639,6330092,6008874,2001119,300704,893939103,76588
1091-Concert_Tickets,4981872.cpp,entry4.txt,594968698,1069177664,4524161,1999403,204166011,1522159,2469,206975125,1523799,361133181,2888786,248213006,1309223,375081,216931,159655,357407045,13286
1091-Concert_Tickets,4981872.cpp,entry1.txt,1801466274,2306202910,19139879,3372046,429754466,4412182,2862,429521958,4402020,744046745,6979249,500386900,4038401,3108752,1478257,177249,762008877,19832
1091-Concert_Tickets,4981872.cpp,entry7.txt,1783038393,2480218743,18925814,3886999,477292821,4460918,2861,482485411,4337256,823597818,7150625,525914704,4562538,3217256,1329511,194789,818537915,26830
1091-Concert_Tickets,7977254.cpp,entry2.txt,896523670,1636561542,2480337,777471,301383828,1038655,2479,302329049,1036100,533222361,12289923,381468133,1236151,217538,213526,175177,535149995,14505
1091-Concert_Tickets,7977254.cpp,entry6.txt,873143639,1633467699,2291355,740300,296622425,961755,2479,296259893,928774,526237692,12151390,387137107,1212052,184766,227164,169033,530804333,13834
1091-Concert_Tickets,7977254.cpp,entry5.txt,853164045,1565438024,2305560,888307,280876270,1020382,2478,281278781,1003824,504987817,11311341,376659079,1228915,322808,213327,169784,511962136,14517
1091-Concert_Tickets,7977254.cpp,entry3.txt,1192274396,1454104496,25061389,6649428,271302068,4768964,2477,273624026,4802332,469184127,10460244,324926789,1903290,5201954,649260,294674,464941066,72191
1091-Concert_Tickets,7977254.cpp,entry4.txt,481075075,763322311,3893431,1217699,140570125,1247651,2478,142543200,1234626,251129109,2527936,189798093,879636,428561,213087,161233,246375391,13990
1091-Concert_Tickets,7977254.cpp,entry1.txt,940645669,1372721118,13081791,3314600,254884235,2605511,2478,255619825,2642150,444384527,5506780,323030837,1427691,2616485,302092,167126,441919135,17824
1091-Concert_Tickets,7977254.cpp,entry7.txt,915177869,1337699975,13418480,2996083,250224745,2848507,2478,248262993,2846865,422311044,5648485,295087025,1513823,2674289,365751,195364,425332901,25672
1091-Concert_Tickets,5118033.cpp,entry2.txt,1388823348,1898915227,7834861,1064119,345747474,1645456,2475,347715749,1562554,613880656,12539163,433896445,7041157,603710,1352884,158558,612022628,14584
1091-Concert_Tickets,5118033.cpp,entry6.txt,1378827545,1898239202,7243755,831787,341862656,1570303,2476,345238891,1514205,609224212,13365242,434576242,5087452,690919,1358275,169017,609714902,14870
1091-Concert_Tickets,5118033.cpp,entry5.txt,1361991954,1834786118,8441997,871528,328292120,1631683,2476,328902638,1627544,588843232,13637901,429727530,6452352,962174,1421493,163990,583332071,14915
1091-Concert_Tickets,5118033.cpp,entry3.txt,1779003941,1748853979,32329437,8006939,320742652,5414263,2475,321929196,5443007,547150277,13057291,373261316,8697129,5936219,2092439,305785,547272126,74046
1091-Concert_Tickets,5118033.cpp,entry4.txt,473597971,758022503,4319638,1663724,141709753,1173684,2475,144683773,1157972,252245997,2496123,189239850,811875,358673,218662,159140,246178701,12985
1091-Concert_Tickets,5118033.cpp,entry1.txt,1440831607,1652610948,17688930,3505204,302806149,3229557,2476,302151996,3282585,522327421,6925133,370438986,3766755,3115483,1343258,170195,521739582,18802
1091-Concert_Tickets,5118033.cpp,entry7.txt,1416527249,1597797947,17983982,3624171,295859263,3664670,2476,297133537,3626871,506799134,7035500,344945224,5619571,3041067,1426610,194535,500864086,25921
1091-Concert_Tickets,7156796.cpp,entry2.txt,1261732506,2221393277,5678107,1042294,406542421,1276504,2477,409713942,1240939,746154450,17609925,558109847,1563036,1340620,232898,167301,733894649,16448
1091-Concert_Tickets,7156796.cpp,entry6.txt,992041731,1826884534,2855464,755748,331168692,1119401,2477,330617558,1099801,589308402,13408446,432453265,1311364,355799,251463,173888,598290133,14310
1091-Concert_Tickets,7156796.cpp,entry5.txt,1244415512,2173930065,3406920,883043,385164449,1527112,2477,386863979,1492708,722437540,17642483,553012243,1697916,355213,222372,169037,716347270,15165
1091-Concert_Tickets,7156796.cpp,entry3.txt,1508967692,1837001263,26514182,7686851,337432318,6301317,2478,338310509,6316253,595573578,10868705,429283073,2260675,5520747,500127,234082,596534132,40263
1091-Concert_Tickets,7156796.cpp,entry4.txt,482341964,776898650,4513384,1835239,142316002,1178501,2475,143588870,1160534,251166683,2416551,187375442,834080,392463,208334,180263,247923949,13522
1091-Concert_Tickets,7156796.cpp,entry1.txt,958458031,1367188407,12575179,3393752,254032831,2763171,2478,252850661,2732317,440490122,5504157,321351029,1422266,2588908,297204,168386,439371190,17223
1091-Concert_Tickets,7156796.cpp,entry7.txt,1011612318,1502898048,13354763,3237913,277177197,3037997,2476,276144824,3038980,480433484,5561835,338592757,1589721,2707579,408853,201682,482740212,24563
1091-Concert_Tickets,1379278.cpp,entry2.txt,1564751733,2208252079,8100278,823275,397205301,1613876,2475,399772994,1554813,744964468,14151309,498121233,6627866,950365,1295301,202308,742397274,15069
1091-Concert_Tickets,1379278.cpp,entry6.txt,1543407374,2123014405,8575936,900769,393419317,1615627,2475,397824039,1535839,705593483,15626794,501415777,7021075,744749,1401607,158492,688703362,15253
1091-Concert_Tickets,1379278.cpp,entry5.txt,1519198697,2132528659,8248386,781573,383546228,1666401,2476,386905471,1591318,730189663,13260200,494812155,7305589,737230,1393004,163160,725052940,15980
1091-Concert_Tickets,1379278.cpp,entry3.txt,1867115661,1943822022,36376888,8425761,362617134,5602669,2475,362768316,5570444,617257950,13782901,426790164,8917526,6090178,2038434,297487,614775907,75515
1091-Concert_Tickets,1379278.cpp,entry4.txt,561811939,908811194,4550722,1515650,169169809,1291278,2475,169914846,1266040,295610981,2903770,223931736,1044191,447814,221340,161034,297112685,13650
1091-Concert_Tickets,1379278.cpp,entry1.txt,1544174846,1851581858,18543793,3355600,343500562,3256180,2476,343769982,3281198,584965667,7023902,421572523,4643595,3056394,1291936,186191,586533642,18645
1091-Concert_Tickets,1379278.cpp,entry7.txt,1535165628,1790801293,19974986,3772214,332109393,3563413,2476,333977293,3513208,566829259,7592485,389385534,6819613,3086152,1430355,186867,571425512,27184
1091-Concert_Tickets,3753295.cpp,entry2.txt,881330389,1602044895,2849983,1061550,288805759,1130910,2475,288570187,1122963,526149792,10369210,382299662,1257848,283565,232530,167500,529635321,14269
1091-Concert_Tickets,3753295.cpp,entry6.txt,860004403,1580783335,2869802,802886,287214317,1041844,2479,285733219,1012630,515151232,11482567,381236860,1291652,253314,263747,175732,520189612,13956
1091-Concert_Tickets,3753295.cpp,entry5.txt,844801409,1522238425,2660947,766612,273957708,1060831,2478,274370213,1015671,502162445,10733483,376160242,1167038,288848,258054,164840,496749169,14636
1091-Concert_Tickets,3753295.cpp,entry3.txt,1161009239,1423574576,24657252,6324193,264753146,4532471,2478,265158312,4517934,456641330,10296566,316961231,1655449,5173235,692613,301280,459792476,72318
1091-Concert_Tickets,3753295.cpp,entry4.txt,477894815,777252742,4193288,1408573,141913997,1164056,2475,142194399,1122147,247713462,2404313,187229517,810592,378549,220078,161598,250169285,13295
1091-Concert_Tickets,3753295.cpp,entry1.txt,926852741,1307755244,13856264,3450453,243019174,2639231,2478,246481882,2570897,433456869,5470843,309716724,1486957,2684239,372471,182375,431610911,17543
1091-Concert_Tickets,3753295.cpp,entry7.txt,890940493,1284413701,13062860,3365603,238473346,2755513,2477,238575115,2763183,413621846,5656151,287670066,1311269,2634027,385787,199007,418027989,24143
1091-Concert_Tickets,2766234.cpp,entry2.txt,353116009,721456241,1047928,371351,133913387,82073,1040,137418507,49516,230317167,510773,150150209,460428,72285,61126,5363,233512117,9119
1091-Concert_Tickets,2766234.cpp,entry6.txt,1394457665,2535474863,3002172,1045483,456919165,1287317,4165,457475365,1256613,829781792,11235779,631786202,1741438,291361,417244,265063,829115900,22974
1091-Concert_Tickets,2766234.cpp,entry5.txt,340594232,666606047,1158642,395572,121859817,219587,1039,125272274,78564,219293716,261293,152875614,492893,83137,149400,38302,215052551,5297
1091-Concert_Tickets,2766234.cpp,entry3.txt,2361542865,3001223402,29107693,10429357,537758744,10158189,4166,536545710,10209088,975742896,10997990,740442492,3163292,4938754,618999,315923,975554381,60968
1091-Concert_Tickets,2766234.cpp,entry4.txt,592967586,944211656,4437481,1860681,169408240,1434425,3257,171681852,1345025,305010518,3280269,232662121,1287735,446940,310146,219514,302951678,18006
1091-Concert_Tickets,2766234.cpp,entry1.txt,1054859083,1549848732,13689867,4578604,285422852,2784527,4165,286951026,2791363,506192981,5503596,373246187,1768845,2311900,466687,407192,496918829,48155
1091-Concert_Tickets,2766234.cpp,entry7.txt,1283370223,1952446849,13730773,4035101,358001261,3414826,3549,356169547,3444905,630446912,5398734,466842039,1988334,2262405,414247,256459,635324898,46726
1091-Concert_Tickets,610376.cpp,entry2.txt,1069687895,1937664618,2965856,807345,355366236,1062125,2478,355567377,1015648,656409906,12140351,453459276,1574621,340500,261251,169619,654422366,14779
1091-Concert_Tickets,610376.cpp,entry6.txt,1028201725,1870875896,3421226,838047,341035154,930895,2477,342738167,950090,629201183,13876874,446366150,1474078,382703,256839,172862,632228503,14505
1091-Concert_Tickets,610376.cpp,entry5.txt,1027269003,1855487957,2503441,899290,335698631,1011798,2477,337976071,940895,629123189,12533957,448957737,1404915,180847,226351,166709,633788762,14515
1091-Concert_Tickets,610376.cpp,entry3.txt,1313933130,1672900814,28193358,7313999,311745034,4817444,2477,312542278,4855570,538512297,11391722,378943735,1921190,5298113,684366,311520,539069073,73535
1091-Concert_Tickets,610376.cpp,entry4.txt,566728458,925876047,4561471,1608173,171210601,1298363,2477,170495687,1293542,300324679,2823182,227458907,975637,414515,227294,163880,298576451,13682
1091-Concert_Tickets,610376.cpp,entry1.txt,1043436163,1535943100,14394166,3338389,285630662,2645922,2477,285899774,2636097,507099182,5871610,366124556,1578511,2636877,362685,180895,506755751,16989
1091-Concert_Tickets,610376.cpp,entry7.txt,1021113257,1487322704,14834120,3571005,278132542,2995979,2477,279700442,2967324,485200020,6122631,340737405,1444623,2687506,396423,195402,488623333,24409
1091-Concert_Tickets,3401505.cpp,entry2.txt,1426292030,1911681449,6518734,825699,345862380,1858322,2672,348256103,1619963,620940000,13788357,439329336,3570488,586112,1265213,160572,617468258,15402
1091-Concert_Tickets,3401505.cpp,entry6.txt,1366243966,1908149453,6766260,979944,344900930,1579318,2672,343432991,1527080,608627841,13392627,438482234,2452050,565745,1186439,162652,609688770,15009
1091-Concert_Tickets,3401505.cpp,entry5.txt,1341813830,1845188413,7267437,858816,328322428,1684421,2671,329300164,1644637,592308578,12945401,433368616,2607681,730009,1279127,162324,592927402,15052
1091-Concert_Tickets,3401505.cpp,entry3.txt,1716922378,1751764201,30471117,7570544,322276383,5321284,2673,320971912,5290780,549884711,12051608,377068569,3113242,5728083,1627911,294720,547798158,77919
1091-Concert_Tickets,3401505.cpp,entry4.txt,477723270,769312026,3750200,1503382,141212433,1179239,2474,142136576,1142876,249349692,2281466,188524509,823246,328270,198987,154149,247110974,13577
1091-Concert_Tickets,3401505.cpp,entry1.txt,1402728453,1635769049,17135504,2639587,300899289,3086021,2672,300989559,3073852,518835300,6513118,369115795,2139910,2983944,1190889,179543,520384367,18081
1091-Concert_Tickets,3401505.cpp,entry7.txt,1400343127,1626162743,16972546,3387839,300845153,3348056,2673,300394764,3337732,507834945,6638029,343448347,2686742,3068809,1261053,199622,506901315,26237
1091-Concert_Tickets,2375147.cpp,entry2.txt,1733946360,2531435810,9914128,1265184,475103566,1989301,2470,473523648,2186948,822545365,7956091,553169740,14446312,824552,1731068,163909,833680627,15070
1091-Concert_Tickets,2375147.cpp,entry6.txt,1630133839,2525672933,7417819,1177333,474559241,2002539,2471,477641805,1982914,827495311,7907691,557892382,8965355,618703,1412076,165430,833210852,15211
1091-Concert_Tickets,2375147.cpp,entry5.txt,1466697380,2097344706,6289692,812656,382982047,1672366,2470,386482386,1530870,682388170,7703563,475722326,13271498,576349,1375110,163873,681039057,14925
1091-Concert_Tickets,2375147.cpp,entry3.txt,2203754473,2654173911,36203193,8720527,510265233,6354619,2470,514069488,6298825,875076484,13781062,561835588,16517720,6427285,2308939,313869,871494420,79188
1091-Concert_Tickets,2375147.cpp,entry4.txt,592530196,1071519780,4447132,1625496,204564744,1534035,2470,203877255,1530217,354145766,2730047,249630017,1174390,413507,230720,160972,360379078,13903
1091-Concert_Tickets,2375147.cpp,entry1.txt,1695383794,2248889351,18276542,3583033,428174878,3746876,2469,430302818,3576141,733067877,6723136,489621414,7582978,3127622,1441102,163215,729213070,20455
1091-Concert_Tickets,2375147.cpp,entry7.txt,1798194324,2446583577,19335281,3581866,474927338,4532266,2469,477953743,4550635,811830771,7121412,516118180,10145272,3295224,1571700,193883,803786851,26624
1091-Concert_Tickets,3836836.cpp,entry2.txt,21422083,19781172,492630,253631,3633892,46570,2163,4058915,24980,6120966,203513,3539051,502217,5176,185678,196342,5347487,11981
1091-Concert_Tickets,3836836.cpp,entry6.txt,21103206,20131447,510022,250581,3785254,43979,2164,4199356,21917,6320849,209798,3280838,567824,4999,190146,192953,5221173,12378
1091-Concert_Tickets,3836836.cpp,entry5.txt,20204492,18492927,498752,299290,3671814,44011,2165,3883997,24679,6713064,232081,4445996,467785,4139,185241,184674,4959656,11538
1091-Concert_Tickets,3836836.cpp,entry3.txt,22154213,20772805,526241,285224,3877874,39493,2164,3929257,17825,5632871,203487,3147612,584271,7446,197862,199534,5363930,12368
1091-Concert_Tickets,3836836.cpp,entry4.txt,21016101,19468409,506497,291034,3644657,46607,2165,4270876,24549,6478795,220820,3352617,548452,4291,189477,190464,5175005,12820
1091-Concert_Tickets,3836836.cpp,entry1.txt,23422781,21576573,552286,268122,3965838,52292,2164,4036530,29329,5279854,202545,3312630,402841,11852,184765,208996,5740156,13217
1091-Concert_Tickets,3836836.cpp,entry7.txt,18464931,18759618,625152,317974,4252958,63447,2164,4187394,9589,5807278,224989,3356833,589491,6426,181948,161158,4445382,10332
1091-Concert_Tickets,8346271.cpp,entry2.txt,892588049,1609470705,2254197,980552,288483072,1382388,2870,292806176,1131329,542768626,9842968,394555725,1040524,156715,206435,161488,542440224,14813
