Class,Program,Entry,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-store-misses
1636-Coin_Combinations_II,2199340.cpp,entry2.txt,66410692,168342982,11344659,570240,13991379,55286,2070,14305176,25443,50155347,5726151,13767167,135272,261245,100974,100344,52277730,9377
1636-Coin_Combinations_II,2199340.cpp,entry6.txt,146099418,348924156,13768467,1230512,28263873,54110,2085,28896700,13040,105730097,6331937,29989288,113734,244896,60427,61090,106654524,5706
1636-Coin_Combinations_II,2199340.cpp,entry5.txt,146503948,354917451,13377748,672251,28383291,58510,2085,27604432,12282,102213142,6215274,29473431,107519,245805,60296,56637,113856485,5878
1636-Coin_Combinations_II,2199340.cpp,entry3.txt,112768914,323218967,12799565,1344956,26951224,59435,2085,27403968,15288,106514453,6656402,27854446,133893,268134,82167,73798,96728248,6893
1636-Coin_Combinations_II,2199340.cpp,entry4.txt,112527738,312362073,18919401,1106078,26362929,52488,2085,26857896,12893,102106141,11724001,25771416,157826,415464,91654,86264,95687198,8504
1636-Coin_Combinations_II,2199340.cpp,entry1.txt,150973144,370370232,13351379,1776108,29684416,56595,2084,28218914,16953,100170989,6198683,28745041,145203,246346,55293,52402,113168876,5081
1636-Coin_Combinations_II,3736295.cpp,entry2.txt,985977300,3050163384,26116070,12387798,194109938,73762,4009,201594687,39500,961123883,11293553,153387766,589580,310038,188607,173660,927140549,21499
1636-Coin_Combinations_II,3736295.cpp,entry6.txt,1442618883,4842116634,30220352,16477792,204765578,90523,4039,204655848,58061,1309486213,12920586,204539050,930323,456364,225956,123371,1312151549,36098
1636-Coin_Combinations_II,3736295.cpp,entry5.txt,1445355346,4848438707,30256769,16250693,205222811,93215,4037,204292798,58799,1294945147,12908693,203767052,752653,400449,200760,109448,1317337032,35761
1636-Coin_Combinations_II,3736295.cpp,entry3.txt,1450223049,4843199940,30742845,17243586,204062237,82280,4039,203545331,47401,1299450141,13162025,205078935,763171,416281,183458,119458,1317831728,37217
1636-Coin_Combinations_II,3736295.cpp,entry4.txt,1406340850,4668053564,49199611,15894358,204565839,81824,4038,205416557,47292,1274732147,23877072,199963258,743106,593978,186412,150341,1274462286,36736
1636-Coin_Combinations_II,3736295.cpp,entry1.txt,1454949985,4837151507,30348379,16739280,204498268,90856,4037,203860071,53457,1304017635,12890959,203540345,735087,396149,166840,119702,1318390806,35757
1636-Coin_Combinations_II,4873850.cpp,entry2.txt,1397786768,3609209879,27341075,12920000,207767814,88308,4007,205301763,42403,947228420,11822397,151753078,694728,372263,178294,153254,947560424,14673
